A0,A1,A2,A3,A4,A5,A6,A7,A8,A9,A10,A11,A12,A13,A14,A15,A16,A17,A18,A19,A20,A21,A22,A23,A24,A25,A26,A27,A28,A29,A30,A31,A32,A33,A34,A35,A36,A37,A38,A39,A40,A41,A42,Type
0.137255,0.5,0.25,0.230769,0.296296,0.590909,0.521739,0.518519,0.34375,0.102564,0.393939,0.290323,0.208333,0.478261,0.423077,0.68,0.684211,0.307692,0.2,0.020408,0.228571,0.36,0.6,0.45,0.192308,0.419355,0.407407,0.681818,0.619048,0.104167,0,0.737159,0.568314,0.081872,0.101114,0.152632,0.758443,0.772298,0.423434,0.779459,0.691371,0.779459,0.798651,Jogging
0.098039,0.321429,0.357143,0.230769,0.407407,0.863636,0.391304,0.37037,0.3125,0.153846,0.454545,0.258065,0.208333,0.478261,0.538462,0.28,0.526316,0.461538,0.3,0.102041,0.285714,0.52,0.36,0.4,0.5,0.322581,0.333333,0.318182,0.809524,0.125,0,0.773716,0.513081,0.079257,0.09221,0.726316,0.744493,0.874082,0.474478,0.779459,0.742132,0.779459,0.817852,Jogging
0.254902,0.357143,0.178571,0.230769,0.222222,0.454545,0.565217,0.259259,0.28125,0.051282,0.333333,0.193548,0.208333,0.434783,0.269231,0.4,0.684211,0.269231,0.5,0.081633,0.257143,0.6,0.44,0.8,0.346154,0.225806,0.333333,0.5,0.571429,0.083333,0,0.863026,0.43314,0.071467,0.10955,0.563158,0.860499,0.874082,0.446636,0.88535,0.744162,0.88535,0.9315,Jogging
0.235294,0.285714,0.25,0.269231,0.407407,0.227273,0.26087,0.37037,0.46875,0.25641,0.212121,0.225806,0.208333,0.391304,0.576923,0.4,0.210526,0.461538,0.533333,0.102041,0.285714,0.4,0.4,0.65,0.192308,0.258065,0.333333,0.545455,0.666667,0.208333,0,0.88894,0.553779,0.077895,0.093693,0.478947,0.861233,0.87618,0.539443,0.903662,0.723858,0.903662,0.96056,Jogging
0.27451,0.214286,0.178571,0.192308,0.296296,0.727273,0.608696,0.296296,0.46875,0.076923,0.30303,0.258065,0.25,0.434783,0.230769,0.4,0.894737,0.423077,0.4,0.061224,0.342857,0.28,0.44,0.35,0.346154,0.258065,0.222222,0.772727,0.952381,0.104167,0,0.855622,0.543605,0.075345,0.088192,0.173684,0.82746,0.843652,0.535963,0.834395,0.693401,0.834395,0.918007,Jogging
0.313725,0.214286,0.285714,0.269231,0.259259,0.590909,0.652174,0.37037,0.28125,0.051282,0.393939,0.290323,0.166667,0.26087,0.346154,0.32,0.894737,0.692308,0.166667,0.061224,0.342857,0.44,0.48,0.3,0.269231,0.419355,0.333333,0.727273,0.571429,0.083333,0,0.824155,0.459302,0.048421,0.092493,0.615789,0.77533,0.869885,0.464037,0.78742,0.753299,0.78742,0.875454,Jogging
0.176471,0.321429,0.357143,0.230769,0.148148,0.318182,0.478261,0.666667,0.5625,0.102564,0.30303,0.16129,0.291667,0.565217,0.307692,0.36,0.578947,0.576923,0.466667,0.020408,0.142857,0.52,0.32,0.35,0.307692,0.258065,0.592593,0.909091,0.571429,0.125,0,0.838501,0.639535,0.076023,0.102703,0.236842,0.857562,0.866737,0.424594,0.883758,0.762437,0.883758,0.920083,Jogging
0.137255,0.285714,0.25,0.192308,0.296296,0.5,0.695652,0.555556,0.46875,0.076923,0.242424,0.290323,0.416667,0.521739,0.192308,0.32,0.736842,0.538462,0.333333,0.081633,0.285714,0.36,0.28,0.8,0.307692,0.322581,0.37037,0.636364,0.619048,0.125,0,0.85192,0.505814,0.073131,0.085918,0.542105,0.843612,0.84575,0.458237,0.856688,0.694416,0.856688,0.90192,Jogging
0.137255,0.285714,0.25,0.384615,0.259259,0.5,0.695652,0.444444,0.5,0.051282,0.333333,0.258065,0.291667,0.26087,0.269231,0.56,0.894737,0.307692,0.433333,0.020408,0.171429,0.36,0.32,0.45,0.307692,0.419355,0.37037,0.954545,0.571429,0.166667,0,0.80981,0.643895,0.051716,0.084084,0.231579,0.806902,0.860441,0.432715,0.830414,0.767513,0.830414,0.884276,Jogging
0.058824,0.392857,0.464286,0.692308,0.407407,0.363636,0.347826,0.444444,0.21875,0.102564,0.242424,0.322581,0.541667,0.565217,0.461538,0.44,0.421053,0.461538,0.2,0.040816,0.171429,0.48,0.44,0.35,0.653846,0.290323,0.407407,0.363636,0.47619,0.25,0,0.753818,0.636628,0.057895,0.085349,0.556141,0.628488,0.72298,0.491879,0.69586,0.565482,0.69586,0.705241,Jogging
0.196078,0.321429,0.321429,0.230769,0.37037,0.454545,0.434783,0.296296,0.40625,0.153846,0.242424,0.258065,0.625,0.347826,0.230769,0.44,0.684211,0.269231,0.5,0.081633,0.314286,0.48,0.44,0.4,0.423077,0.225806,0.259259,0.545455,0.47619,0.229167,0,0.808885,0.617733,0.075541,0.064865,0.105263,0.78047,0.834208,0.574246,0.821656,0.690355,0.821656,0.865594,Jogging
0.117647,0.25,0.464286,0.615385,0.444444,0.318182,0.304348,0.555556,0.28125,0.128205,0.575758,0.290323,0.5,0.434783,0.461538,0.16,0.473684,0.307692,0.333333,0.040816,0.4,0.24,0.4,0.6,0.423077,0.258065,0.444444,0.227273,0.52381,0.270833,0,0.708468,0.559593,0.106015,0.115315,0.331579,0.661527,0.841553,0.532483,0.716561,0.696447,0.716561,0.760768,Jogging
0.098039,0.428571,0.25,0.461538,0.592593,0.409091,0.434783,0.481481,0.3125,0.051282,0.363636,0.322581,0.541667,0.478261,0.269231,0.28,0.526316,0.423077,0.4,0.020408,0.2,0.32,0.6,0.7,0.423077,0.387097,0.185185,0.363636,0.52381,0.25,0,0.776492,0.611919,0.062105,0.073103,0.159648,0.69163,0.8468,0.50464,0.734076,0.671066,0.734076,0.771147,Jogging
0.098039,0.535714,0.285714,0.5,0.37037,0.454545,0.347826,0.37037,0.34375,0.102564,0.333333,0.451613,0.333333,0.434783,0.461538,0.36,0.368421,0.538462,0.266667,0.040816,0.371429,0.56,0.36,0.5,0.461538,0.225806,0.37037,0.5,0.380952,0.1875,0,0.769551,0.457849,0.048,0.08,0.531579,0.707783,0.819517,0.459397,0.755573,0.659898,0.755573,0.768552,Jogging
0.137255,0.357143,0.25,0.5,0.518519,0.409091,0.347826,0.444444,0.34375,0.076923,0.333333,0.483871,0.375,0.26087,0.461538,0.36,0.631579,0.384615,0.3,0.040816,0.4,0.24,0.48,0.6,0.269231,0.354839,0.481481,0.409091,0.380952,0.229167,0,0.761222,0.530523,0.088817,0.094755,0.471931,0.685756,0.789087,0.493039,0.735669,0.629442,0.735669,0.765957,Jogging
0.078431,0.285714,0.464286,0.384615,0.518519,0.409091,0.347826,0.555556,0.4375,0.076923,0.272727,0.645161,0.541667,0.304348,0.384615,0.28,0.421053,0.269231,0.4,0.040816,0.171429,0.28,0.52,0.6,0.5,0.580645,0.222222,0.409091,0.380952,0.229167,0,0.719574,0.62064,0.094036,0.113875,0.426316,0.720999,0.804827,0.428074,0.773885,0.662944,0.773885,0.74987,Jogging
0.019608,0.678571,0.428571,0.269231,0.37037,0.5,0.26087,0.407407,0.53125,0.051282,0.363636,0.354839,0.708333,0.608696,0.307692,0.36,0.421053,0.307692,0.3,0.061224,0.2,0.44,0.56,0.55,0.461538,0.483871,0.259259,0.318182,0.142857,0.3125,0,0.705229,0.561047,0.074269,0.076757,0.605263,0.681351,0.758657,0.446636,0.73965,0.62335,0.73965,0.720291,Jogging
0.117647,0.392857,0.285714,0.192308,0.37037,0.545455,0.565217,0.703704,0.3125,0.051282,0.242424,0.483871,0.5,0.478261,0.192308,0.4,0.473684,0.538462,0.433333,0.040816,0.228571,0.44,0.24,0.5,0.423077,0.258065,0.333333,0.454545,0.47619,0.416667,0,0.776955,0.729651,0.113158,0.101114,0.2,0.776799,0.809024,0.562645,0.796178,0.641624,0.796178,0.822003,Jogging
0.058824,0.571429,0.321429,0.307692,0.444444,0.454545,0.391304,0.407407,0.4375,0.076923,0.333333,0.451613,0.416667,0.347826,0.346154,0.4,0.578947,0.384615,0.233333,0.122449,0.257143,0.52,0.32,0.7,0.576923,0.193548,0.37037,0.181818,0.571429,0.25,0,0.779269,0.574128,0.049886,0.057658,0.243859,0.709251,0.804827,0.490719,0.757166,0.640609,0.757166,0.773742,Jogging
0.137255,0.357143,0.285714,0.384615,0.592593,0.409091,0.304348,0.296296,0.375,0.179487,0.424242,0.225806,0.625,0.521739,0.307692,0.32,0.315789,0.384615,0.4,0.061224,0.114286,0.44,0.56,0.5,0.5,0.322581,0.407407,0.363636,0.380952,0.270833,0,0.75752,0.640988,0.058853,0.066746,0.642105,0.720264,0.836306,0.482599,0.771497,0.664975,0.771497,0.767514,Jogging
0.117647,0.392857,0.285714,0.423077,0.444444,0.272727,0.391304,0.333333,0.46875,0.076923,0.272727,0.225806,0.5,0.695652,0.423077,0.32,0.526316,0.307692,0.4,0.040816,0.371429,0.52,0.32,0.65,0.423077,0.258065,0.259259,0.272727,0.428571,0.3125,0,0.78621,0.581395,0.059147,0.082504,0.542105,0.759912,0.777545,0.558005,0.812102,0.609137,0.812102,0.80384,Jogging
0.058824,0.5,0.357143,0.5,0.62963,0.272727,0.304348,0.481481,0.3125,0.051282,0.484848,0.387097,0.416667,0.391304,0.346154,0.4,0.473684,0.423077,0.2,0.040816,0.342857,0.36,0.48,0.8,0.461538,0.258065,0.185185,0.636364,0.333333,0.166667,0,0.733919,0.481105,0.06416,0.093094,0.577194,0.651248,0.801679,0.436195,0.703025,0.650761,0.703025,0.72548,Jogging
0.156863,0.392857,0.428571,0.076923,0.185185,0.772727,0.478261,0.518519,0.3125,0.102564,0.272727,0.516129,0.375,0.434783,0.307692,0.4,0.473684,0.269231,0.333333,0.102041,0.485714,0.4,0.56,0.55,0.269231,0.387097,0.296296,0.272727,0.285714,0.25,0,0.776955,0.409884,0.087307,0.082162,0.231579,0.772394,0.849948,0.541763,0.792994,0.699492,0.792994,0.834458,Jogging
0.156863,0.392857,0.321429,0.307692,0.37037,0.318182,0.565217,0.37037,0.4375,0.076923,0.333333,0.548387,0.333333,0.478261,0.384615,0.28,0.315789,0.423077,0.366667,0.102041,0.257143,0.52,0.44,0.55,0.538462,0.387097,0.37037,0.181818,0.428571,0.166667,0,0.770477,0.49564,0.046931,0.058378,0.547368,0.758443,0.870934,0.417633,0.795382,0.702538,0.795382,0.805916,Jogging
0.058824,0.107143,0.071429,0.076923,0.074074,0.181818,0.173913,0.111111,0.125,0.025641,0.090909,0.290323,0.041667,0.086957,0.115385,0.04,0.105263,0.115385,0.066667,0.081633,0.028571,0.08,0.32,0.1,0.153846,0.096774,0.037037,0.136364,0.142857,0.083333,0,0.559926,0.616279,0.110526,0.075676,0.063158,0.226872,0.238195,0.134571,0.817675,0.773604,0.817675,0.226258,Jogging
0.470588,0.607143,0.464286,0.423077,0.444444,0.5,0.478261,0.074074,0.03125,0,0.242424,0.225806,0.708333,0.304348,0.307692,0.28,0.526316,0.692308,0.333333,0.163265,0.142857,0.24,0.32,0.45,0.846154,0.483871,0.407407,0.5,0.428571,0.145833,0,0.758908,0.603198,0.5,0.083397,0.147368,0.43906,0.66107,0.452436,0.441879,0.522843,0.441879,0.627919,Jogging
0.235294,0.535714,0.321429,0.5,0.518519,0.318182,0.782609,0.37037,0.15625,0,0.272727,0.225806,0.625,0.565217,0.192308,0.2,0.263158,0.307692,0.333333,0.367347,0.314286,0.28,0.2,0.2,0.384615,0.419355,0.740741,0.5,0.571429,0.229167,0,0.803332,0.712209,0.105263,0.116424,0.542105,0.412628,0.885624,0.576566,0.378185,0.75736,0.378185,0.716139,Jogging
0.27451,0.535714,0.535714,0.769231,0.518519,0.318182,0.304348,0.333333,0.0625,0,0.121212,0.258065,0.458333,0.434783,0.230769,0.2,0.473684,0.423077,0.333333,0.469388,0.257143,0.32,0.48,0.35,0.269231,0.225806,0.703704,0.636364,0.428571,0.229167,0,0.879223,0.643895,0.047368,0.053654,0.284211,0.311307,0.75341,0.602088,0.242834,0.57868,0.242834,0.663207,Jogging
0.72549,0.5,0.571429,0.230769,0.37037,0.318182,0.26087,0.185185,0,0,0.242424,0.322581,0.375,0.304348,0.115385,0.36,0.526316,0.423077,0.633333,0.265306,0.2,0.32,0.36,0.35,0.269231,0.419355,0.407407,0.545455,0.761905,0.229167,0,0.835724,0.741279,0.322806,0.09984,0.163158,0.489721,0.759706,0.589327,0.475318,0.612183,0.475318,0.725999,Jogging
0.54902,0.321429,0.428571,0.384615,0.37037,0.727273,0.434783,0.222222,0.03125,0,0.212121,0.354839,0.708333,0.434783,0.230769,0.28,0.315789,0.461538,0.466667,0.163265,0.285714,0.4,0.36,0.2,0.153846,0.419355,0.592593,0.681818,0.571429,0.1875,0,0.739472,0.6875,0.215789,0.187027,0.278947,0.504405,0.730325,0.577726,0.524682,0.589848,0.524682,0.675143,Jogging
0.333333,0.75,0.857143,0.538462,0.518519,0.272727,0.26087,0,0,0,0.212121,0.258065,0.291667,0.304348,0.153846,0.24,0.421053,0.576923,0.633333,0.306122,0.342857,0.56,0.4,0.45,0.153846,0.354839,0.37037,0.454545,0.47619,0.25,0,0.890791,0.552326,0.663158,0.05901,0.335088,0.290749,0.731375,0.655452,0.210191,0.57665,0.210191,0.691749,Jogging
0.352941,0.678571,0.857143,0.653846,0.259259,0.5,0.173913,0,0,0,0.212121,0.322581,0.375,0.217391,0.153846,0.24,0.631579,0.576923,0.466667,0.265306,0.4,0.64,0.28,0.15,0.230769,0.387097,0.37037,0.363636,0.714286,0.229167,0,0.857936,0.559593,0.273684,0.070947,0.078947,0.312041,0.737671,0.672854,0.242834,0.586802,0.242834,0.677737,Jogging
0.470588,0.535714,0.428571,0.423077,0.259259,0.590909,0.73913,0.148148,0.03125,0,0.121212,0.193548,0.583333,0.347826,0.230769,0.16,0.578947,0.461538,0.566667,0.244898,0.314286,0.44,0.24,0.45,0.307692,0.193548,0.592593,0.590909,0.714286,0.166667,0,0.878297,0.642442,0.368421,0.074054,0.926316,0.422173,0.713536,0.612529,0.374204,0.553299,0.374204,0.709912,Jogging
0.176471,0.392857,0.25,0.538462,0.407407,0.681818,0.73913,0.518519,0.125,0.025641,0.090909,0.290323,0.5,0.304348,0.230769,0.08,0.473684,0.423077,0.5,0.408163,0.371429,0.72,0.36,0.2,0.076923,0.193548,0.592593,0.318182,0.761905,0.229167,0,0.909301,0.623547,0.378947,0.074132,0.259648,0.386197,0.756558,0.698376,0.321656,0.574619,0.321656,0.744681,Jogging
0.117647,0.357143,0.571429,0.5,0.481481,0.863636,0.565217,0.407407,0.03125,0,0.090909,0.225806,0.458333,0.347826,0.307692,0.08,0.315789,0.538462,0.6,0.367347,0.257143,0.44,0.32,0.4,0.269231,0.258065,0.481481,0.590909,0.666667,0.229167,0,0.917631,0.75,0.305263,0.064396,0.61228,0.317915,0.752361,0.62065,0.231688,0.57868,0.231688,0.717696,Jogging
0.352941,0.678571,0.428571,0.538462,0.481481,0.363636,0.478261,0.259259,0,0,0.242424,0.193548,0.375,0.391304,0.307692,0.28,0.421053,0.346154,0.466667,0.408163,0.228571,0.44,0.44,0.15,0.230769,0.225806,0.62963,0.863636,0.52381,0.208333,0,0.86534,0.735465,0.684211,0.063514,0.663158,0.377386,0.786988,0.563805,0.332006,0.626396,0.332006,0.699533,Jogging
0.294118,0.357143,0.357143,0.269231,0.481481,0.681818,0.913043,0.333333,0.03125,0,0.151515,0.258065,0.583333,0.391304,0.192308,0.12,0.315789,0.192308,0.633333,0.367347,0.285714,0.4,0.2,0.3,0.115385,0.451613,0.62963,0.863636,0.619048,0.125,0,0.899584,0.670058,0.091227,0.077219,0.926316,0.396476,0.826863,0.532483,0.321656,0.639594,0.321656,0.713025,Jogging
0.372549,0.357143,0.321429,0.538462,0.703704,0.727273,0.521739,0.148148,0,0,0.090909,0.193548,0.333333,0.347826,0.230769,0.2,1,0.461538,0.433333,0.265306,0.371429,0.36,0.28,0.6,0.192308,0.258065,0.333333,0.772727,0.714286,0.166667,0,0.898195,0.630814,0.189474,0.092845,0.478947,0.331865,0.66107,0.62645,0.265924,0.514721,0.265924,0.684484,Jogging
0.45098,0.785714,0.821429,0.5,0.407407,0.227273,0.173913,0.037037,0.03125,0,0.121212,0.258065,0.208333,0.217391,0.230769,0.32,0.631579,0.384615,0.733333,0.346939,0.885714,0.4,0.2,0.35,0.269231,0.193548,0.296296,0.272727,0.428571,0.270833,0,0.941231,0.194767,0.905263,0.062515,0.636842,0.32746,0.693599,0.851508,0.253981,0.543147,0.253981,0.778412,Jogging
0.490196,0.75,0.964286,0.423077,0.37037,0.318182,0.043478,0.037037,0,0,0.212121,0.225806,0.291667,0.173913,0.192308,0.24,0.789474,0.423077,0.666667,0.326531,0.857143,0.44,0.28,0.25,0.192308,0.225806,0.222222,0.454545,0.571429,0.1875,0,0.896807,0.199128,0.363158,0.074132,0.355263,0.342144,0.697796,0.88051,0.285828,0.556345,0.285828,0.760249,Jogging
0.490196,1,0.821429,0.5,0.296296,0.136364,0.043478,0,0,0,0.121212,0.290323,0.125,0.130435,0.153846,0.2,0.736842,1,0.633333,0.265306,1,0.4,0.32,0.3,0.192308,0.225806,0.296296,0.318182,0.380952,0.208333,0,0.923184,0.111919,0.521053,0.084781,0.252632,0.343612,0.588667,0.801624,0.29379,0.472081,0.29379,0.758692,Jogging
0.627451,0.678571,0.75,0.538462,0.296296,0.181818,0.130435,0.037037,0,0,0.181818,0.225806,0.125,0.217391,0.115385,0.24,0.894737,0.692308,0.566667,0.306122,0.685714,0.64,0.36,0.25,0.192308,0.16129,0.222222,0.590909,0.428571,0.1875,0,0.913929,0.295058,0.224562,0.068156,0.352632,0.397944,0.624344,0.75058,0.373408,0.502538,0.373408,0.746238,Jogging
0.235294,0.178571,0.464286,0.576923,0.555556,0.818182,0.652174,0.259259,0.09375,0.025641,0.181818,0.225806,0.125,0.217391,0.346154,0.4,0.526316,0.230769,0.533333,0.428571,0.6,0.4,0.4,0.3,0.346154,0.193548,0.333333,0.5,0.333333,0.270833,0,0.941231,0.440407,0.1,0.073103,0.889474,0.333333,0.763903,0.712297,0.272293,0.596954,0.272293,0.767514,Jogging
0.098039,0.428571,0.607143,0.769231,0.555556,0.727273,0.608696,0.111111,0,0,0.242424,0.193548,0.25,0.173913,0.230769,0.2,0.578947,0.461538,0.6,0.367347,0.6,0.56,0.52,0.4,0.269231,0.225806,0.222222,0.181818,0.380952,0.291667,0,0.93105,0.351744,0.536842,0.058627,0.931579,0.245228,0.740818,0.729698,0.144904,0.60203,0.144904,0.74987,Jogging
0.313725,0.535714,0.678571,0.576923,0.592593,0.318182,0.391304,0.185185,0.03125,0,0.181818,0.258065,0.125,0.217391,0.230769,0.2,0.894737,0.5,0.566667,0.306122,0.485714,0.56,0.44,0.25,0.153846,0.322581,0.407407,0.545455,0.380952,0.25,0,0.918556,0.486919,0.494737,0.065315,0.352632,0.317915,0.667366,0.707657,0.261943,0.538071,0.261943,0.728075,Jogging
0.54902,0.642857,0.357143,0.346154,0.259259,0.636364,0.347826,0.185185,0.0625,0,0.151515,0.096774,0.291667,0.217391,0.346154,0.28,0.684211,0.538462,0.7,0.285714,0.171429,0.32,0.36,0.4,0.269231,0.387097,0.592593,0.818182,0.52381,0.1875,0,0.911615,0.71657,0.384211,0.074132,0.605263,0.432452,0.637985,0.529002,0.383758,0.490355,0.383758,0.708355,Jogging
0.156863,0.357143,0.214286,0.346154,0.37037,0.681818,0.913043,0.518519,0.25,0.051282,0.060606,0.354839,0.5,0.478261,0.346154,0.12,0.631579,0.269231,0.633333,0.285714,0.314286,0.32,0.52,0.5,0.153846,0.258065,0.518519,0.772727,0.571429,0.125,0,0.830171,0.616279,0.105263,0.091291,0.447368,0.464023,0.693599,0.569606,0.42914,0.522843,0.42914,0.678775,Jogging
0.098039,0.392857,0.214286,0.576923,0.333333,0.818182,0.782609,0.555556,0.125,0.025641,0.090909,0.258065,0.666667,0.26087,0.269231,0.24,0.473684,0.538462,0.633333,0.22449,0.314286,0.52,0.36,0.45,0.153846,0.354839,0.333333,0.727273,0.380952,0.270833,0,0.851458,0.643895,0.357895,0.086486,0.205263,0.386197,0.693599,0.648492,0.329618,0.516751,0.329618,0.678775,Jogging
0.098039,0.571429,0.571429,0.653846,0.62963,0.636364,0.217391,0.333333,0.09375,0.025641,0.121212,0.225806,0.291667,0.478261,0.269231,0.16,0.684211,0.461538,0.5,0.346939,0.314286,0.4,0.36,0.3,0.307692,0.354839,0.333333,0.545455,0.666667,0.270833,0,0.888478,0.731105,0.331579,0.088288,0.302632,0.304699,0.690451,0.669374,0.250796,0.532995,0.250796,0.687597,Jogging
0.117647,0.464286,0.785714,0.692308,0.481481,0.409091,0.565217,0.185185,0.125,0,0.030303,0.16129,0.291667,0.434783,0.307692,0.4,0.789474,0.423077,0.766667,0.22449,0.085714,0.24,0.36,0.65,0.576923,0.483871,0.481481,0.590909,0.285714,0.1875,0,0.896807,0.648256,0.350878,0.113152,0.457895,0.292952,0.585519,0.466357,0.234873,0.414213,0.234873,0.623768,Jogging
0.117647,0.107143,0.357143,0.230769,0.444444,0.5,0.565217,0.444444,0.5625,0.128205,0.30303,0.225806,0.541667,0.391304,0.538462,0.48,0.368421,0.346154,0.4,0.204082,0.171429,0.32,0.48,0.6,0.461538,0.225806,0.333333,0.681818,0.428571,0.25,0,0.744563,0.71657,0.070587,0.098649,0.357895,0.620411,0.64638,0.604408,0.642516,0.527919,0.642516,0.722366,Jogging
0.117647,0.107143,0.214286,0.5,0.481481,0.5,0.391304,0.518519,0.4375,0.153846,0.333333,0.354839,0.291667,0.478261,0.423077,0.48,0.631579,0.192308,0.233333,0.285714,0.342857,0.36,0.64,0.3,0.538462,0.290323,0.333333,0.409091,0.47619,0.208333,0,0.722814,0.553779,0.066316,0.128897,0.397368,0.610866,0.673662,0.598608,0.651274,0.574619,0.651274,0.722885,Jogging
0.137255,0.357143,0.142857,0.230769,0.185185,0.454545,0.347826,0.518519,0.5625,0.282051,0.272727,0.193548,0.208333,0.652174,0.538462,0.48,0.789474,0.5,0.3,0.081633,0.285714,0.44,0.44,0.6,0.346154,0.129032,0.259259,0.409091,0.52381,0.395833,0,0.719112,0.751453,0.052194,0.208108,0.626316,0.758443,0.524659,0.733179,0.780255,0.420305,0.780255,0.78931,Jogging
0.098039,0.321429,0.357143,0.384615,0.259259,0.227273,0.347826,0.407407,0.46875,0.25641,0.424242,0.322581,0.416667,0.478261,0.615385,0.48,1,0.192308,0.166667,0,0.428571,0.44,0.32,0.5,0.307692,0.322581,0.296296,0.363636,0.571429,0.270833,0,0.60944,0.575581,0.094737,0.627027,0.910526,0.704112,0.520462,0.690255,0.750796,0.375635,0.750796,0.735859,Jogging
0.176471,0.321429,0.321429,0.192308,0.37037,0.363636,0.26087,0.444444,0.4375,0.25641,0.636364,0.387097,0.208333,0.26087,0.346154,0.36,1,0.576923,0.166667,0,0.571429,0.32,0.4,0.45,0.5,0.354839,0.259259,0.363636,0.428571,0.145833,0,0.606664,0.335756,0.055981,0.52973,0.636842,0.696035,0.686254,0.62761,0.732484,0.517766,0.732484,0.760768,Jogging
0.098039,0.214286,0.214286,0.269231,0.37037,0.454545,0.478261,0.407407,0.65625,0.25641,0.515152,0.548387,0.333333,0.434783,0.538462,0.44,0.473684,0.307692,0.2,0.020408,0.4,0.36,0.6,0.5,0.346154,0.193548,0.222222,0.227273,0.47619,0.375,0,0.583526,0.604651,0.058646,0.205405,0.468421,0.681351,0.572928,0.74942,0.708599,0.419289,0.708599,0.731188,Jogging
0.098039,0.285714,0.357143,0.307692,0.222222,0.363636,0.434783,0.333333,0.46875,0.307692,0.575758,0.419355,0.333333,0.173913,0.5,0.64,0.736842,0.423077,0.133333,0,0.342857,0.4,0.52,0.45,0.461538,0.322581,0.185185,0.409091,0.619048,0.1875,0,0.584452,0.52907,0.063158,0.767568,0.461404,0.720999,0.640084,0.600928,0.771497,0.476142,0.771497,0.7452,Jogging
0.196078,0.321429,0.285714,0.384615,0.222222,0.181818,0.521739,0.333333,0.5625,0.205128,0.69697,0.258065,0.333333,0.217391,0.153846,0.32,0.894737,0.576923,0.333333,0.061224,0.571429,0.24,0.4,0.3,0.269231,0.419355,0.259259,0.409091,0.333333,0.354167,0,0.625636,0.55814,0.081114,0.544145,0.121053,0.676946,0.768101,0.725058,0.707803,0.598985,0.707803,0.78412,Jogging
0.058824,0.178571,0.214286,0.346154,0.333333,0.409091,0.304348,0.62963,0.59375,0.230769,0.363636,0.419355,0.375,0.565217,0.615385,0.6,0.263158,0.423077,0.2,0.061224,0.085714,0.56,0.52,0.7,0.461538,0.225806,0.407407,0.409091,0.238095,0.270833,0,0.631189,0.614826,0.047158,0.432432,0.463158,0.716593,0.55404,0.568445,0.757166,0.436548,0.757166,0.718734,Jogging
0.078431,0.214286,0.107143,0.307692,0.407407,0.5,0.478261,0.518519,0.4375,0.384615,0.454545,0.354839,0.416667,0.652174,0.538462,0.52,0.473684,0.307692,0.2,0.020408,0.057143,0.48,0.64,0.6,0.461538,0.354839,0.222222,0.545455,0.47619,0.1875,0,0.606664,0.630814,0.046964,0.405405,0.731579,0.700441,0.530955,0.532483,0.738854,0.395939,0.738854,0.68604,Jogging
0.058824,0.178571,0.142857,0.269231,0.407407,0.636364,0.304348,0.62963,0.5,0.282051,0.515152,0.419355,0.458333,0.521739,0.5,0.4,0.473684,0.307692,0.233333,0.040816,0.028571,0.4,0.44,0.85,0.423077,0.354839,0.518519,0.318182,0.47619,0.229167,0,0.592781,0.684593,0.066842,0.547747,0.338596,0.674743,0.579224,0.533643,0.703822,0.439594,0.703822,0.679294,Jogging
0.019608,0.178571,0.178571,0.269231,0.481481,0.454545,0.434783,0.592593,0.6875,0.230769,0.424242,0.516129,0.291667,0.73913,0.615385,0.36,0.421053,0.269231,0.2,0.020408,0.085714,0.28,0.56,0.85,0.5,0.483871,0.222222,0.454545,0.333333,0.229167,0,0.589079,0.617733,0.051316,0.27027,0.173684,0.674743,0.533054,0.491879,0.703025,0.393909,0.703025,0.665283,Jogging
0.058824,0.178571,0.178571,0.230769,0.407407,0.590909,0.478261,0.481481,0.5625,0.282051,0.363636,0.548387,0.541667,0.565217,0.653846,0.44,0.263158,0.230769,0.2,0.040816,0.028571,0.32,0.48,0.55,0.769231,0.419355,0.37037,0.454545,0.285714,0.229167,0,0.587228,0.656977,0.046154,0.459459,0.292983,0.679148,0.512067,0.49768,0.710987,0.364467,0.710987,0.656461,Jogging
0.019608,0.321429,0.107143,0.307692,0.37037,0.727273,0.26087,0.518519,0.5625,0.25641,0.333333,0.516129,0.333333,0.521739,0.5,0.52,0.421053,0.230769,0.366667,0.040816,0.028571,0.36,0.52,0.6,0.576923,0.419355,0.555556,0.272727,0.428571,0.1875,0,0.634891,0.643895,0.050878,0.299098,0.568421,0.66373,0.585519,0.487239,0.697452,0.452792,0.697452,0.672548,Jogging
0.117647,0.107143,0.214286,0.269231,0.259259,0.545455,0.608696,0.296296,0.59375,0.307692,0.484848,0.387097,0.375,0.695652,0.461538,0.36,0.736842,0.269231,0.233333,0.020408,0.142857,0.44,0.44,0.5,0.461538,0.516129,0.407407,0.318182,0.47619,0.1875,0,0.598797,0.632267,0.044444,0.478378,0.434211,0.741557,0.564533,0.542923,0.776274,0.427411,0.776274,0.72548,Jogging
0.137255,0.214286,0.214286,0.461538,0.185185,0.363636,0.391304,0.407407,0.53125,0.333333,0.454545,0.483871,0.541667,0.521739,0.384615,0.76,0.421053,0.346154,0.033333,0,0.228571,0.6,0.36,0.55,0.423077,0.322581,0.333333,0.272727,0.52381,0.25,0,0.565479,0.603198,0.076023,0.363243,0.535088,0.718796,0.52256,0.611369,0.763535,0.354315,0.763535,0.709393,Jogging
